,position,title,link,displayed_link,date,snippet,snippet_highlighted_words,sitelinks,about_this_result,about_page_link,cached_page_link,related_pages_link,rich_snippet,query,lang,country,termid,related_results,related_questions,thumbnail,images
1,2,Definitions of Food Security - USDA ERS,https://www.ers.usda.gov/topics/food-nutrition-assistance/food-security-in-the-u-s/definitions-of-food-security/,https://www.ers.usda.gov › food-security-in-the-u-s › d...,,Food insecurity—the condition assessed in the food security survey and represented in USDA food security reports—is a household-level economic and social ...,"['Food insecurity', 'food security', 'food security']","{'inline': [{'title': 'Food Security', 'link': 'https://www.ers.usda.gov/topics/food-nutrition-assistance/food-security-in-the-u-s/definitions-of-food-security/#:~:text=Food%20Security,-High%20food%20security%20%28old'}, {'title': 'Food Insecurity', 'link': 'https://www.ers.usda.gov/topics/food-nutrition-assistance/food-security-in-the-u-s/definitions-of-food-security/#:~:text=Food%20Insecurity,-Low%20food%20security%20%28old'}, {'title': 'Cnstat Review And...', 'link': 'https://www.ers.usda.gov/topics/food-nutrition-assistance/food-security-in-the-u-s/definitions-of-food-security/#:~:text=CNSTAT%20Review%20and%20Recommendations,-USDA%20requested%20the%20review%20by'}]}","{'source': {'description': 'The Economic Research Service is a component of the United States Department of Agriculture and a principal agency of the Federal Statistical System of the United States. It provides information and research on agriculture and economics.', 'source_info_link': 'https://en.wikipedia.org/wiki/Economic_Research_Service', 'icon': 'https://serpapi.com/searches/627cfeba8e02e41ac824e565/images/09c5722d3da6435dfe5c5228071d71120dc291a73464ab67ea7ab2a734971985d9c4aee2005e7406af83a3515ff4537a.png'}, 'keywords': ['food', 'security'], 'related_keywords': ['insecurity'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.ers.usda.gov/topics/food-nutrition-assistance/food-security-in-the-u-s/definitions-of-food-security/&tbm=ilp&ilps=ADNMCi3b8RVtzRwmGXHMN5FZvqIMILYkeQ,https://webcache.googleusercontent.com/search?q=cache:78EAqtB1xQUJ:https://www.ers.usda.gov/topics/food-nutrition-assistance/food-security-in-the-u-s/definitions-of-food-security/+&cd=13&hl=en&ct=clnk&gl=us,,,Food Security,en,US,54,"[{'position': 1, 'title': 'Food Security | USDA', 'link': 'https://www.usda.gov/topics/food-and-nutrition/food-security', 'displayed_link': 'https://www.usda.gov › topics › food-and-nutrition › fo...', 'snippet': 'USDA supports global food security through in-country capacity building, basic and applied research, and support for improved market information, statistics and ...', 'snippet_highlighted_words': ['food security'], 'about_this_result': {'source': {'description': 'The United States Department of Agriculture is the federal executive department responsible for developing and executing federal laws related to farming, forestry, rural economic development, and food.', 'source_info_link': 'https://en.wikipedia.org/wiki/United_States_Department_of_Agriculture', 'icon': 'https://serpapi.com/searches/627cfeba8e02e41ac824e565/images/09c5722d3da6435dfe5c5228071d711270aa249110dea6e2c53a3d19e702718ff50eb2e73cbdba4b935e264e198c022e1be3049d90736edf444c1ae543a1b714846fdcf46b5779a3.png'}, 'keywords': ['food', 'security'], 'languages': ['English'], 'regions': ['the United States']}, 'about_page_link': 'https://www.google.com/search?q=About+https://www.usda.gov/topics/food-and-nutrition/food-security&tbm=ilp&ilps=ADNMCi2qLy3qVXtPW1ong9SOnd_0XDvuOQ', 'cached_page_link': 'https://webcache.googleusercontent.com/search?q=cache:wCYY4VAfO00J:https://www.usda.gov/topics/food-and-nutrition/food-security+&cd=14&hl=en&ct=clnk&gl=us', 'related_pages_link': 'https://www.google.com/search?hl=en&gl=US&q=related:https://www.usda.gov/topics/food-and-nutrition/food-security+Food+Security'}]",,,
2,3,Food Security | Home - Springer,https://www.springer.com/journal/12571,https://www.springer.com › journal,,"Addresses the challenges of achieving food security globally. · Addresses the constraints - physical, biological, economic and socio-political - that limit food ...",['food security'],,"{'source': {'description': 'springer.com was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cfeba8e02e41ac824e565/images/09c5722d3da6435dfe5c5228071d7112e373cc14b6738f91691ebb285e040daca06e2b71d34eff51efa569255c80442f.png'}, 'keywords': ['food', 'security'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.springer.com/journal/12571&tbm=ilp&ilps=ADNMCi3bHBKR0H51whQs_lBgpJtTWzK5_g,https://webcache.googleusercontent.com/search?q=cache:1PE3_vEHsYEJ:https://www.springer.com/journal/12571+&cd=19&hl=en&ct=clnk&gl=us,,,Food Security,en,US,54,,,,
3,4,Food security - Wikipedia,https://en.wikipedia.org/wiki/Food_security,https://en.wikipedia.org › wiki › Food_security,,"Food insecurity, on the other hand, is defined by the United States Department of Agriculture (USDA) as a situation of ""limited or uncertain availability of ...",['Food insecurity'],"{'inline': [{'title': 'Pillars Of Food Security', 'link': 'https://en.wikipedia.org/wiki/Food_security#:~:text=Pillars%20of%20food%20security%5Bedit%5D'}, {'title': 'Challenges To Achieving Food...', 'link': 'https://en.wikipedia.org/wiki/Food_security#:~:text=Challenges%20to%20achieving%20food%20security%5Bedit%5D'}, {'title': 'Approaches', 'link': 'https://en.wikipedia.org/wiki/Food_security#:~:text=Approaches%5Bedit%5D'}]}","{'source': {'description': 'Wikipedia is a multilingual open online encyclopedia written and maintained by a community of volunteers through open collaboration and a wiki-based editing system. Individual contributors, also called editors, are known as Wikipedians. Wikipedia is the largest and most-read reference work in history.', 'source_info_link': 'https://en.wikipedia.org/wiki/Wikipedia', 'icon': 'https://serpapi.com/searches/627cfeba8e02e41ac824e565/images/09c5722d3da6435dfe5c5228071d7112b58e526926e6c0b75aadf1440a3b0eb429df781779f63dd20a6a028d6e94c2ba.png'}, 'keywords': ['food', 'security'], 'related_keywords': ['insecurity'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://en.wikipedia.org/wiki/Food_security&tbm=ilp&ilps=ADNMCi2EpPe5St-H09bOHqS5nvtOnsugVA,https://webcache.googleusercontent.com/search?q=cache:ykcETA9I_kAJ:https://en.wikipedia.org/wiki/Food_security+&cd=20&hl=en&ct=clnk&gl=us,https://www.google.com/search?hl=en&gl=US&q=related:https://en.wikipedia.org/wiki/Food_security+Food+Security,,Food Security,en,US,54,,,,
4,5,The State of Food Security and Nutrition in the World 2021 | FAO,https://www.fao.org/publications/sofi/2021/en/,https://www.fao.org › publications › sofi,,This report presents the first global assessment of food insecurity and malnutrition for 2020 and offers some indication of what hunger might look like by ...,['food insecurity'],,"{'source': {'description': 'The Food and Agriculture Organization of the United Nations is a specialized agency of the United Nations that leads international efforts to defeat hunger and improve nutrition and food security. Its Latin motto, fiat panis, translates to ""let there be bread"". It was founded on 16th October 1945.', 'source_info_link': 'https://en.wikipedia.org/wiki/Food_and_Agriculture_Organization', 'icon': 'https://serpapi.com/searches/627cfeba8e02e41ac824e565/images/09c5722d3da6435dfe5c5228071d7112abbfa2fcaf3a3e1227e004fbf50fea2c488b21b4352daa7e50c0ac955549cf73.jpeg'}, 'keywords': ['food', 'security'], 'related_keywords': ['insecurity'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.fao.org/publications/sofi/2021/en/&tbm=ilp&ilps=ADNMCi3YGsziyDwrODZl5PE8sAyXKeGdlg,https://webcache.googleusercontent.com/search?q=cache:BwkhdsIXC4AJ:https://www.fao.org/publications/sofi/2021/en/+&cd=21&hl=en&ct=clnk&gl=us,,"{'top': {'detected_extensions': {'jun': None}, 'extensions': ['Jun 18, 2021', 'Uploaded by Food and Agriculture Organization of the United Nations']}}",Food Security,en,US,54,"[{'position': 1, 'title': 'The State of Food Security and Nutrition in the World 2021', 'link': 'https://www.fao.org/state-of-food-security-nutrition', 'displayed_link': 'https://www.fao.org › state-of-food-security-nutrition', 'snippet': 'Moderate or severe food insecurity has been climbing slowly for six years and now affects more than 30 percent of the world population · Severe food insecurity ...', 'snippet_highlighted_words': ['food insecurity', 'food insecurity'], 'about_this_result': {'source': {'description': 'The Food and Agriculture Organization of the United Nations is a specialized agency of the United Nations that leads international efforts to defeat hunger and improve nutrition and food security. Its Latin motto, fiat panis, translates to ""let there be bread"". It was founded on 16th October 1945.', 'source_info_link': 'https://en.wikipedia.org/wiki/Food_and_Agriculture_Organization', 'icon': 'https://serpapi.com/searches/627cfeba8e02e41ac824e565/images/09c5722d3da6435dfe5c5228071d71129a3cd90e1854f1588b60bd630831b99ad9529d235f3258082f8c3fed933d3e025c4f1b1770680b2b41996cd6a303f38fcb1d6040de6a5937.jpeg'}, 'keywords': ['food', 'security'], 'related_keywords': ['insecurity'], 'languages': ['English'], 'regions': ['the United States']}, 'about_page_link': 'https://www.google.com/search?q=About+https://www.fao.org/state-of-food-security-nutrition&tbm=ilp&ilps=ADNMCi2PfF1d82zp9XocJezCO-PmDRcq0w', 'cached_page_link': 'https://webcache.googleusercontent.com/search?q=cache:4DmnK5OHuEoJ:https://www.fao.org/state-of-food-security-nutrition+&cd=22&hl=en&ct=clnk&gl=us'}]",,,
5,6,Food Security | CDC,https://www.cdc.gov/climateandhealth/effects/food_security.htm,https://www.cdc.gov › climateandhealth › effects › foo...,,"Devastated corn field: Food security. Globally, climate change is expected to threaten food production and certain aspects of food quality, as well as food ...",['Food security'],,"{'source': {'description': 'The Centers for Disease Control and Prevention is the national public health agency of the United States. It is a United States federal agency, under the Department of Health and Human Services, and is headquartered in Atlanta, Georgia.', 'source_info_link': 'https://en.wikipedia.org/wiki/Centers_for_Disease_Control_and_Prevention', 'icon': 'https://serpapi.com/searches/627cfeba8e02e41ac824e565/images/09c5722d3da6435dfe5c5228071d7112ed180e7465c26f6e5e85b67828f808a0cb8637f7221e2c7f8d45f8b40de67e40.png'}, 'keywords': ['food', 'security'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.cdc.gov/climateandhealth/effects/food_security.htm&tbm=ilp&ilps=ADNMCi2rpT65F7HPxczNZrC-rLIpXuMZLw,https://webcache.googleusercontent.com/search?q=cache:TTb_GDnqMKMJ:https://www.cdc.gov/climateandhealth/effects/food_security.htm+&cd=23&hl=en&ct=clnk&gl=us,,,Food Security,en,US,54,,,,
0,1,Calorie Calculator,https://www.calculator.net/calorie-calculator.html,https://www.calculator.net › fitness & health,,"This calorie calculator estimates the number of calories needed each day to maintain, lose, or gain weight. Learn the kinds of calories and their effects.","['calorie', 'calories', 'calories']","{'inline': [{'title': 'Food Energy Converter', 'link': 'https://www.calculator.net/calorie-calculator.html#:~:text=Food%20Energy%20Converter'}, {'title': 'Zigzag Calorie Cycling', 'link': 'https://www.calculator.net/calorie-calculator.html#:~:text=Zigzag%20Calorie%20Cycling,-Zigzag%20calorie%20cycling%20is%20a'}, {'title': 'How Many Calories Do You...', 'link': 'https://www.calculator.net/calorie-calculator.html#:~:text=How%20Many%20Calories%20Do%20You%20Need%3F'}]}","{'source': {'description': 'calculator.net was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64f8dc3033757bfa6dae0e8e1e34fbca4d79bfcc6ea0deabdf94478f326301a5d13.png'}, 'keywords': ['calorie'], 'related_keywords': ['calories'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.calculator.net/calorie-calculator.html&tbm=ilp&ilps=ADNMCi12ppgBpl5Pk6I8blyqXEzfmv3zPA,https://webcache.googleusercontent.com/search?q=cache:JtuhELCrbo0J:https://www.calculator.net/calorie-calculator.html+&cd=11&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
1,2,Calorie - Wikipedia,https://en.wikipedia.org/wiki/Calorie,https://en.wikipedia.org › wiki › Calorie,,"The calorie is a unit of energy. ... For historical reasons, two main definitions of ""calorie"" are in wide use. The large calorie, food calorie, or kilogram ...","['calorie', 'calorie', 'calorie', 'calorie']","{'inline': [{'title': 'Calorie (disambiguation)', 'link': 'https://en.wikipedia.org/wiki/Calorie_(disambiguation)'}, {'title': 'Food energy', 'link': 'https://en.wikipedia.org/wiki/Food_energy'}, {'title': 'Units of energy', 'link': 'https://en.wikipedia.org/wiki/Units_of_energy'}, {'title': 'Empty calories', 'link': 'https://en.wikipedia.org/wiki/Empty_calories'}]}","{'source': {'description': 'Wikipedia is a multilingual open online encyclopedia written and maintained by a community of volunteers through open collaboration and a wiki-based editing system. Individual contributors, also called editors, are known as Wikipedians. Wikipedia is the largest and most-read reference work in history.', 'source_info_link': 'https://en.wikipedia.org/wiki/Wikipedia', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64fa08f0ba91e23a1e56b7f5240d5450a7f22d64bf0864ca7e92e519272803d23e2.png'}, 'keywords': ['calorie'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://en.wikipedia.org/wiki/Calorie&tbm=ilp&ilps=ADNMCi2HmKBPMk8_Qg_MnmCVA1IYQWRwDg,https://webcache.googleusercontent.com/search?q=cache:PhRx66uLZm8J:https://en.wikipedia.org/wiki/Calorie+&cd=12&hl=en&ct=clnk&gl=us,https://www.google.com/search?gl=US&hl=en&q=related:https://en.wikipedia.org/wiki/Calorie+Calorie,,Calorie,en,US,56,,,,
2,3,"Calories: Requirements, health needs, and function - Medical ...",https://www.medicalnewstoday.com/articles/263028,https://www.medicalnewstoday.com › articles,2 days ago,A small calorie (cal) is the amount of energy required to raise the temperature of 1 gram (g) of water by 1º Celsius (º C). · A large calorie ( ...,"['calorie', 'calorie']","{'inline': [{'title': 'What are calories?', 'link': 'https://www.medicalnewstoday.com/articles/263028#what-are-calories'}, {'title': 'Daily requirement', 'link': 'https://www.medicalnewstoday.com/articles/263028#daily-requirement'}, {'title': 'Calories and health', 'link': 'https://www.medicalnewstoday.com/articles/263028#calories-and-health'}]}","{'source': {'description': 'Medical News Today is a web-based outlet for medical information and news, targeted at both the general public and physicians. All posted content is available online, and the earliest available article dates from May 2003.\nThe website has been owned by Healthline Media since 2016.', 'source_info_link': 'https://en.wikipedia.org/wiki/Medical_News_Today', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64fd089dcb8219aaae1a53f1795f1569174af8142f6b52046973020ef65eaf5d4a3.png'}, 'keywords': ['calorie'], 'related_keywords': ['calories'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.medicalnewstoday.com/articles/263028&tbm=ilp&ilps=ADNMCi1Fc955iEo5fMOa7rKuQ0EsvBIgtQ,https://webcache.googleusercontent.com/search?q=cache:bU10FptHYuEJ:https://www.medicalnewstoday.com/articles/263028+&cd=17&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
3,4,How Many Calories Should You Eat per Day to Lose Weight?,https://www.healthline.com/nutrition/how-many-calories-per-day,https://www.healthline.com › nutrition › how-many-cal...,,"Simply put, a calorie is a unit that measures energy. Calories are usually used to measure the energy content of foods and beverages. To lose weight, you need ...","['calorie', 'Calories']","{'inline': [{'title': 'Calculator', 'link': 'https://www.healthline.com/nutrition/how-many-calories-per-day#calculator'}, {'title': 'Average needs', 'link': 'https://www.healthline.com/nutrition/how-many-calories-per-day#average-needs'}, {'title': 'Calorie basics', 'link': 'https://www.healthline.com/nutrition/how-many-calories-per-day#calorie-basics'}, {'title': 'Tips to eat fewer calories', 'link': 'https://www.healthline.com/nutrition/how-many-calories-per-day#tips-to-eat-fewer-calories'}]}","{'source': {'description': 'Healthline Media, Inc. is an American website and provider of health information headquartered in San Francisco, California. It was founded in its current form 2006 and established as a standalone entity in January 2016.', 'source_info_link': 'https://en.wikipedia.org/wiki/Healthline', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64f57dd8f527fab42b0c784e48b7259651fd8a2078ea2f094b0031f2c7703ebc5f8.png'}, 'keywords': ['calorie'], 'related_keywords': ['calories'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.healthline.com/nutrition/how-many-calories-per-day&tbm=ilp&ilps=ADNMCi3y9d3KrX47RLTWzl9wX8Ir7vXn8A,https://webcache.googleusercontent.com/search?q=cache:uP8clskmVnwJ:https://www.healthline.com/nutrition/how-many-calories-per-day+&cd=18&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
4,5,Calorie calculator - Mayo Clinic,https://www.mayoclinic.org/healthy-lifestyle/weight-loss/in-depth/calorie-calculator/itt-20402304,https://www.mayoclinic.org › in-depth › itt-20402304,,Use the calorie calculator to estimate the number of daily calories your body needs to maintain your current weight. Switch to Metric Units. Age. years. Height.,"['calorie', 'calories']",,"{'source': {'description': 'The Mayo Clinic is a nonprofit American academic medical center focused on integrated health care, education, and research.', 'source_info_link': 'https://en.wikipedia.org/wiki/Mayo_Clinic', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64f0552145dd2aea6ff4215eaa1d2f32b2a2201e02a81115b795cea1af3a857dbeb.png'}, 'keywords': ['calorie'], 'related_keywords': ['calories'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.mayoclinic.org/healthy-lifestyle/weight-loss/in-depth/calorie-calculator/itt-20402304&tbm=ilp&ilps=ADNMCi2sbqXjEPFbsMq8VhauPcwrclpZIg,https://webcache.googleusercontent.com/search?q=cache:sIGSe5TIjmwJ:https://www.mayoclinic.org/healthy-lifestyle/weight-loss/in-depth/calorie-calculator/itt-20402304+&cd=19&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
5,6,What Is a Calorie? How to Use Calorie Counts to Meet Goals,https://www.verywellfit.com/what-is-a-calorie-and-why-should-i-care-3496238,https://www.verywellfit.com › ... › Weight Loss,"Apr 18, 2022","""Simply put, a calorie is the unit of energy our food supplies,"" says Stacey Pence, RD, a registered dietician at The Ohio State University ...",['calorie'],"{'inline': [{'title': 'Learn How Many Calories...', 'link': 'https://www.verywellfit.com/what-is-a-calorie-and-why-should-i-care-3496238#:~:text=Learn%20How%20Many%20Calories%20You%27re%20Burning'}, {'title': 'Calories In Food', 'link': 'https://www.verywellfit.com/what-is-a-calorie-and-why-should-i-care-3496238#:~:text=Calories%20in%20Food,-A%20calorie%20is%20a%20calorie'}, {'title': 'Calories And Body Weight', 'link': 'https://www.verywellfit.com/what-is-a-calorie-and-why-should-i-care-3496238#:~:text=Calories%20and%20Body%20Weight,-Calories%20may%20be%20a%20helpful'}]}","{'source': {'description': 'verywellfit.com was first indexed by Google in February 2018', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64fc8ff7f162781cc746914b3282aafa3247f489918bb5ca99e3f001fa2dc63539c.png'}, 'keywords': ['calorie'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.verywellfit.com/what-is-a-calorie-and-why-should-i-care-3496238&tbm=ilp&ilps=ADNMCi3nUqK_kSQoiRo-j0MkSx-UTKmW6g,https://webcache.googleusercontent.com/search?q=cache:ZlqNBqm6VH0J:https://www.verywellfit.com/what-is-a-calorie-and-why-should-i-care-3496238+&cd=20&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
6,7,Learning About Calories (for Kids) - Nemours KidsHealth,https://kidshealth.org/en/kids/calorie.html,https://kidshealth.org › kids › calorie,,"When people talk about the calories in food, what do they mean? A calorie is a unit of measurement — but it doesn't measure weight or length.","['calories', 'calorie']",,"{'source': {'description': 'kidshealth.org was first indexed by Google more than 10 years ago', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64f1ea4e0f0324166e97413134d9c9de21e52ca2c9d747450d6b20501eadcae45f5.png'}, 'keywords': ['calorie'], 'related_keywords': ['calories'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://kidshealth.org/en/kids/calorie.html&tbm=ilp&ilps=ADNMCi2D4IxMaPYG_8zJfZztbQ8dEAMGtQ,https://webcache.googleusercontent.com/search?q=cache:jjDMpndxo5UJ:https://kidshealth.org/en/kids/calorie.html+&cd=21&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
7,8,CalorieKing: Food Nutrition Facts and Free Calorie Counter,https://www.calorieking.com/us/en/,https://www.calorieking.com › ...,,Find nutrition facts for your favorite brands and fast-food restaurants in our trusted food database. Track what you eat with our free online calorie ...,['calorie'],,"{'source': {'description': 'CalorieKing is an online weight loss club and software developer with a program centred on healthy eating and exercise. The company offers products and services tailored specifically for the United States, British, and Australian markets.', 'source_info_link': 'https://en.wikipedia.org/wiki/CalorieKing', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64f458d2b6eaf24eb6ca88ab29ed81744c357667babd18b2179e5ecc2fc783a45d1.png'}, 'keywords': ['calorie'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.calorieking.com/us/en/&tbm=ilp&ilps=ADNMCi0fFLMx11HpGCSecYfA8dg-aWeMRQ,https://webcache.googleusercontent.com/search?q=cache:J1D44YW-dP8J:https://www.calorieking.com/us/en/+&cd=22&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
8,9,What Are Calories? | Live Science,https://www.livescience.com/52802-what-is-a-calorie.html,https://www.livescience.com › 52802-what-is-a-calorie,"Nov 13, 2015","A calorie is a unit of energy. Historically, scientists have defined ""calorie"" to mean a unit of energy or heat that could come from a ...","['calorie', 'calorie']","{'inline': [{'title': 'The Physics Of Calories', 'link': 'https://www.livescience.com/52802-what-is-a-calorie.html#:~:text=The%20physics%20of%20calories'}, {'title': 'Calories And Weight Loss', 'link': 'https://www.livescience.com/52802-what-is-a-calorie.html#:~:text=Calories%20and%20weight%20loss'}, {'title': 'Low-Calorie Diets', 'link': 'https://www.livescience.com/52802-what-is-a-calorie.html#:~:text=Low%2Dcalorie%20diets,-The%20National%20Institutes%20of%20Health'}]}","{'source': {'description': 'Live Science is a science news website run by Future via Purch, which it purchased from Imaginova in 2009. Stories and editorial commentary are typically syndicated to major news outlets, such as Yahoo!, MSNBC, AOL, and Fox News.', 'source_info_link': 'https://en.wikipedia.org/wiki/Live_Science', 'icon': 'https://serpapi.com/searches/627cfebe681ebea721c92b52/images/f6bebd310c06565471bb0ca8a05fd64f4fd107444273926ab168be8f08d043b89fb4c7ee16c25a06bc1e9d7e06ab3a04.png'}, 'keywords': ['calorie'], 'related_keywords': ['calories'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.livescience.com/52802-what-is-a-calorie.html&tbm=ilp&ilps=ADNMCi0G0GhuVZj0f-e3YSVBF-jeU7bW6Q,https://webcache.googleusercontent.com/search?q=cache:y1UstvLlvo0J:https://www.livescience.com/52802-what-is-a-calorie.html+&cd=23&hl=en&ct=clnk&gl=us,,,Calorie,en,US,56,,,,
0,1,Renewable Energy: The Clean Facts - NRDC,https://www.nrdc.org/stories/renewable-energy-clean-facts,https://www.nrdc.org › stories › renewable-energy-clea...,"Jun 15, 2018","Renewable energy, often referred to as clean energy, comes from natural sources or processes that are constantly replenished.",['Renewable energy'],"{'inline': [{'title': 'Clean Energy', 'link': 'https://www.nrdc.org/issues/clean-energy'}, {'title': ""NRDC's Annual Energy Reports"", 'link': 'https://www.nrdc.org/resources/nrdcs-annual-energy-reports'}, {'title': 'Lora Shinn', 'link': 'https://www.nrdc.org/authors/lora-shinn'}]}","{'source': {'description': 'The Natural Resources Defense Council is a United States-based 501 non-profit international environmental advocacy group, with its headquarters in New York City and offices in Washington D.C., San Francisco, Los Angeles, New Delhi, Chicago, Bozeman, and Beijing.', 'source_info_link': 'https://en.wikipedia.org/wiki/Natural_Resources_Defense_Council', 'icon': 'https://serpapi.com/searches/627cfec8a4be10eb3ec51af0/images/c0407f2986d4efb9cd6df617234af06e3259532827d32d30089a9791d292aa298caab21ced2014b58192102a32612c93.png'}, 'keywords': ['renewable', 'energy'], 'related_keywords': ['alternative'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.nrdc.org/stories/renewable-energy-clean-facts&tbm=ilp&ilps=ADNMCi0TOVo2fl9hQoXVTnlf54t2fk4_Zg,https://webcache.googleusercontent.com/search?q=cache:hGZdgF3n0-oJ:https://www.nrdc.org/stories/renewable-energy-clean-facts+&cd=14&hl=en&ct=clnk&gl=us,,,Renewable Energy,en,US,58,,,,
1,2,Clean Energy,https://www.energy.gov/clean-energy,https://www.energy.gov › clean-energy,,"Learn about the Energy Department's investments in clean, renewable energy technologies including wind, solar, hydro, geothermal, bioenergy & nuclear.",['renewable energy'],,"{'source': {'description': 'The United States Department of Energy is a cabinet-level department of the United States government concerned with matters of federal energy policy and the safe handling of nuclear material.', 'source_info_link': 'https://en.wikipedia.org/wiki/United_States_Department_of_Energy', 'icon': 'https://serpapi.com/searches/627cfec8a4be10eb3ec51af0/images/c0407f2986d4efb9cd6df617234af06ef39caf440bfa4b30f7b6dacca61676c55e55cd75a80fd0b932592b393f12b025.png'}, 'keywords': ['renewable', 'energy'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.energy.gov/clean-energy&tbm=ilp&ilps=ADNMCi2hcQETAeiY2lb3XHF0ypJGpuQL2A,https://webcache.googleusercontent.com/search?q=cache:DIpqWgqplW0J:https://www.energy.gov/clean-energy+&cd=15&hl=en&ct=clnk&gl=us,,,Renewable Energy,en,US,58,,,,
2,3,Renewable energy explained - EIA,https://www.eia.gov/energyexplained/renewable-sources/,https://www.eia.gov › renewable-sources,,Renewable energy is energy from sources that are naturally replenishing but flow-limited; renewable resources are virtually inexhaustible in duration but ...,['Renewable energy'],,"{'source': {'description': 'The U.S. Energy Information Administration is a principal agency of the U.S. Federal Statistical System responsible for collecting, analyzing, and disseminating energy information to promote sound ...', 'source_info_link': 'https://en.wikipedia.org/wiki/Energy_Information_Administration', 'icon': 'https://serpapi.com/searches/627cfec8a4be10eb3ec51af0/images/c0407f2986d4efb9cd6df617234af06e7a040609dc700b971fabe176e8bc09ff72baa4acc083cc0decb622537e02d39a.png'}, 'keywords': ['renewable', 'energy'], 'related_keywords': ['sources'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.eia.gov/energyexplained/renewable-sources/&tbm=ilp&ilps=ADNMCi14WkJmN_yAZjOtqFc_UkDXhw8b3Q,https://webcache.googleusercontent.com/search?q=cache:XYejKwT20p4J:https://www.eia.gov/energyexplained/renewable-sources/+&cd=16&hl=en&ct=clnk&gl=us,,,Renewable Energy,en,US,58,,,,
3,4,Renewable Energy - Journal - Elsevier,https://www.journals.elsevier.com/renewable-energy,https://www.journals.elsevier.com › Journals,,"The journal, Renewable Energy, seeks to promote and disseminate knowledge on the various topics and technologies of renewable energy systems and components.","['Renewable Energy', 'renewable energy']",,"{'source': {'description': 'Elsevier is a Netherlands-based academic publishing company specializing in scientific, technical, and medical content.', 'source_info_link': 'https://en.wikipedia.org/wiki/Elsevier'}, 'keywords': ['renewable', 'energy'], 'languages': ['English'], 'regions': ['the United States']}",https://www.google.com/search?q=About+https://www.journals.elsevier.com/renewable-energy&tbm=ilp&ilps=ADNMCi1RrBNm9KyrynFVls45OK8m-FrycA,https://webcache.googleusercontent.com/search?q=cache:pCYz3oV4N5kJ:https://www.journals.elsevier.com/renewable-energy+&cd=17&hl=en&ct=clnk&gl=us,,,Renewable Energy,en,US,58,,,,
